"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_fire_spirit_2_Description"						"Dodge backward a short distance in front of the gas gathering to cut a huge wave, causing damage to the target.<br></br>-----------------------------------------------<br></br>Damage: 2 * Agi * skill level<br></br>Base Damage: 100 * skill level<br></br>Radius: 400<br></br>Max Length: 1000<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_fire_spirit_2_Lore"								"Offensive like endless stars"
		"DOTA_Tooltip_ability_fire_spirit_2_Note0"								"Additional damage number 5"
		"DOTA_Tooltip_ability_fire_spirit_2_Note1"								"The probability is calculated only after hitting the target"
		"DOTA_Tooltip_ability_fire_spirit_3"									"Flame Body"
		"DOTA_Tooltip_ability_fire_spirit_3_Description"						"The body of the flame, a certain percentage reduction suffered physical damage, when deal physical damage, also deal percentage with magic damage, this damage also apply Fire Trace.<br></br>-----------------------------------------------<br></br>Flame Proportion: 20 + 2 * skill level<br></br>Duration: 16<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_fire_spirit_3_Lore"								"Offensive like endless stars"
		"DOTA_Tooltip_ability_fire_spirit_3_Note0"								"Additional damage number 5"
		"DOTA_Tooltip_ability_fire_spirit_3_Note1"								"The probability is calculated only after hitting the target"
		"DOTA_Tooltip_ability_fire_spirit_4"									"Flame Heart"
		"DOTA_Tooltip_ability_fire_spirit_4_Description"						"To burn their own lives at the expense of obtaining a huge attack bonus, according to the consumption value of life per second to enhance their attack power to enhanceall skills damage, and can attach bonus Fire Trace.<br></br>-----------------------------------------------<br></br>Life Consumed Per Second: 1%% * skill level<br></br>Damage Per Health: 5 * skill level<br></br>Bonus Skill Damage: 15%% * skill level<br></br>Bonus Fire Trace: 1 * skill level<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_item_npc_dota_hero_ember_spirit"					"Ember"
		"DOTA_Tooltip_ability_item_npc_dota_hero_ember_spirit_Description"		"<h1>Exclusive Equipment</h1> All property, health and mana increase %property%%%\n<h1>First Reincarnation</h1>Reduce Flame Heart`s cost of life by half\n<h1>Second Reincarnation</h1>Deal 100%% Cleave attack when using Flame Raid\n<h1>Third  Reincarnation</h1>Cause agility damage of each stack of Fire Trace per second \n<h1>Fourth Reincarnation</h1>Flame Body has 400 radius Flame Raid per sec\nThe remaining ashes on the knife also bring these temperatures"

		"npc_dota_hero_juggernaut"	"Juggernaut"
		
		"DOTA_Tooltip_ability_juggernaut_0"								"Peerless Swordplay"
		"DOTA_Tooltip_ability_juggernaut_0_Description"					"Reduce the initial attack interval, reduce 0.1 second per 100 points of basic agility, and reduce 1 second at most. And increase attack power and %attackspeed% attack speed in duration."
		"DOTA_Tooltip_ability_juggernaut_0_scepter_description_1"		"Make talent work on illusions"
		"DOTA_Tooltip_ability_juggernaut_0_duration"					"Duration: "
		"DOTA_Tooltip_ability_juggernaut_0_critical"					"%Bonus Attack: "
		"DOTA_Tooltip_modifier_juggernaut_0"							"Peerless Swordplay"
		"DOTA_Tooltip_modifier_juggernaut_0_Description"				"Reduce the initial attack interval, and give critical ability"
		
		"DOTA_Tooltip_ability_juggernaut_1"								"Blade Fury"
		"DOTA_Tooltip_ability_juggernaut_1_Description"					"The sword Saint dances with his own illusion to destroy heaven and earth, causing damage to the enemy units around him. Increases attack speed and movement speed and ignores collisions for the duration."
		"DOTA_Tooltip_ability_juggernaut_1_scepter_description_2"		"Immune to magic for duration"
		"DOTA_Tooltip_ability_juggernaut_1_base_damage"					"Base Damage Per Second: "
		"DOTA_Tooltip_ability_juggernaut_1_damage"						"Agi Damage Factor Per Second: "
		"DOTA_Tooltip_ability_juggernaut_1_attackspeed"					"%Attackspeed: "
		"DOTA_Tooltip_ability_juggernaut_1_movespeed"					"%Movespeed: "
		"DOTA_Tooltip_ability_juggernaut_1_duration"					"Duration: "
		"DOTA_Tooltip_ability_juggernaut_1_blade_fury_radius"			"Radius: "
		"DOTA_Tooltip_ability_juggernaut_1_illusion_damage_percent"		"%Illusion Damage Percent: "
		"DOTA_Tooltip_modifier_juggernaut_1_buff"						"Blade Fury"
		"DOTA_Tooltip_modifier_juggernaut_1_buff_Description"			"Deals continuous damage to nearby units."
		
		"DOTA_Tooltip_ability_juggernaut_2"								"Mirrors"
		"DOTA_Tooltip_ability_juggernaut_2_Description"					"Create your own mirror image to help fight. When the skill cools down, it will activate Blossom Slash."
		"DOTA_Tooltip_ability_juggernaut_2_images_count"				"Illusion Count: "
		"DOTA_Tooltip_ability_juggernaut_2_input_damage"				"%Illusion Incoming Damage: "
		"DOTA_Tooltip_ability_juggernaut_2_output_damage"				"%Illusion Outgoing Damage: "
		"DOTA_Tooltip_ability_juggernaut_2_duration"					"Duration: "
		
		"DOTA_Tooltip_ability_juggernaut_2_1"							"Blossom Slash"
		"DOTA_Tooltip_ability_juggernaut_2_1_Description"				"The rapid sword cuts the enemy with all nearby mirrors, stuns and damages all units in the path. Each 1%% damage increases the stun time by 0.1 seconds."
		"DOTA_Tooltip_ability_juggernaut_2_1_base_damage"				"Base Damage: "
		"DOTA_Tooltip_ability_juggernaut_2_1_damage"					"Agi Damage Factor: "
		"DOTA_Tooltip_ability_juggernaut_2_1_duration"					"Base Stun Duration: "
		
		"DOTA_Tooltip_ability_juggernaut_3"								"Blade Dance"
		"DOTA_Tooltip_ability_juggernaut_3_Description"					"Each attack increases the attack speed and forms a sword Qi around it to damage the enemy."
		"DOTA_Tooltip_ability_juggernaut_3_scepter_description_3"		"Attack has a %scepter_ignore_armor_chance%%% chance to ignore armor"
		"DOTA_Tooltip_ability_juggernaut_3_scepter_description_4"		"Each level of sword dance will increase the damage output by %scepter_damage_pct%%% and reduce the damage taken by %scepter_reduce_pct%%%"
		"DOTA_Tooltip_ability_juggernaut_3_damage"						"Attack Damage Factor: "
		"DOTA_Tooltip_ability_juggernaut_3_base_damage"					"Base Damage: "
		"DOTA_Tooltip_ability_juggernaut_3_bonus_attack_speed"			"Attackspeed Per Stack: "
		"DOTA_Tooltip_ability_juggernaut_3_duration"					"Duration: "
		"DOTA_Tooltip_ability_juggernaut_3_radius"						"Radius: "
		"DOTA_Tooltip_modifier_juggernaut_3"							"Blade Dance"
		"DOTA_Tooltip_modifier_juggernaut_3_Description"				"Increase %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% attackspeed, reduce %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% incoming damage and %dMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%% outgoing damage."
		
		"DOTA_Tooltip_ability_juggernaut_4"								"Phantom Sword "
		"DOTA_Tooltip_ability_juggernaut_4_Description"					"The sword Saint launches the phantom sword dance to deal damage to the units in the range with extremely high attack speed. He will not take any damage during this period. After the effect is over, the swordsman will be invincible for %buff_duration% second."
		"DOTA_Tooltip_ability_juggernaut_4_damage"						"Attack Damage Factor: "
		"DOTA_Tooltip_ability_juggernaut_4_duration"					"Duration: "
		"DOTA_Tooltip_ability_juggernaut_4_interval"					"Attack Interval: "
		"DOTA_Tooltip_ability_juggernaut_4_radius"						"Radius: "
		"DOTA_Tooltip_modifier_juggernaut_4"							"Phantom Sword "
		"DOTA_Tooltip_modifier_juggernaut_4_buff"						"Invincible"
		
		"DOTA_Tooltip_ability_item_npc_dota_hero_juggernaut"					"Muramasa"
		"DOTA_Tooltip_ability_item_npc_dota_hero_juggernaut_Description"		"<h1>Exclusive Equipment</h1> All property, health and mana increase %property%%%\n<h1>First Reincarnation</h1>Making talent effective for illusions\n<h1>Second Reincarnation</h1>Immune to magic for duration\n<h1>Third  Reincarnation</h1>Attack has a %scepter_ignore_armor_chance%%% chance to ignore armor\n<h1>Fourth Reincarnation</h1>Each level of sword dance will increase the damage output by %scepter_damage_pct%%% and reduce the damage taken by %scepter_reduce_pct%%%\nThe legendary sword is extremely sharp, killing countless!"

		"npc_dota_hero_legion_commander"	"Hippolyta"
		
		"DOTA_Tooltip_ability_courage_moment"									"Moment of Courage"
		"DOTA_Tooltip_ability_courage_moment_Description"						"When attack, Hippolyta has a chance to immediately&nbsp;bonus&nbsp;attack with bonus lifesteal and sends out a wave, damaging enemy units&nbsp;in a line.Each enemy increase 1%% chance. it have a chance to refresh skill when bonus attack.<br></br>-----------------------------------------------<br></br>Chance: 100%%<br></br>Base Damage: 80 * skill level<br></br>Damage: attack * 3<br></br>Wave Length: 400<br></br>Lifesteal: 2%% * skill level<br></br>Cooldown: 3<br></br>Refresh Rate:15%% + 1%% *&nbsp;skill level<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_queen_curse"										"Queen Curse"
		"DOTA_Tooltip_ability_queen_curse_Description"							"Hippolyta taunts nearby enemy units, forcing them to attack him, while he gains bonus critical and health regen and reduce Moment of Courage cooldown to 0.5 during the duration.<br></br>-----------------------------------------------<br></br>Radius: 300 + 30 * skill level<br></br>Duraion: 3<br></br>Armor Reduce: 3 * skill level<br></br>Health Regen: 1%% * skill level<br></br>Critical Damage: 250%%<br></br>Gain Buff Duration: 12<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_courage_moment"									"Moment of Courage"
		"DOTA_Tooltip_ability_courage_moment_Description"						"When attack, Hippolyta has a chance to immediately&nbsp;bonus&nbsp;attack with bonus lifesteal and sends out a wave, damaging enemy units&nbsp;in a line.Each enemy increase 1%% chance. it have a chance to refresh skill when bonus attack.<br></br>-----------------------------------------------<br></br>Chance: 100%%<br></br>Base Damage: 80 * skill level<br></br>Damage: attack * 3<br></br>Wave Length: 400<br></br>Lifesteal: 2%% * skill level<br></br>Cooldown: 3<br></br>Refresh Rate:15%% + 1%% *&nbsp;skill level<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_war_god"											"War God Awaken"
		"DOTA_Tooltip_ability_war_god_Description"								"Active:War God Awaken.Refresh Queen Curse and Endless War<br></br>Passive:Immune Stun and Silence , gain bonus Strength, counterattack when take damage. Double Queen Curse radius and Moment of Courage length and refresh chance. Permanent ascension 12 str when kill 50 enemy.<br></br>-----------------------------------------------<br></br>Strength: 50 + 4%% * base strength * skill level<br></br>Counterattack Chance:&nbsp;10%% +5 * skill level<br></br>Duration: 5<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_war_arua"											"Endless War"
		"DOTA_Tooltip_ability_war_honor"										"War of honor"
		"DOTA_Tooltip_ability_war_honor_Description"							"Hippolyta into awaken state when taken 50%% damage in the last 2 seconds.(need learn War God Awaken)"
		"DOTA_Tooltip_ability_item_npc_dota_hero_legion_commander"				"WarGod Ji"
		"DOTA_Tooltip_ability_item_npc_dota_hero_legion_commander_Description"	"<h1>Exclusive Equipment</h1> All property, health and mana increase %property%%%\n<h1>First Reincarnation</h1>War God Awaken clear debuff\n<h1>Second Reincarnation</h1>The time of mockery increased to 6 seconds\n<h1>Third  Reincarnation</h1>Reduce the percentage of trigger talent to 30%%\n<h1>Fourth Reincarnation</h1>Moment of Courage cooling time reduced by 50%%\nThe weapons of ancient gods can not hide their light even after years."

		"npc_dota_hero_lina"	"Lilith"
		"DOTA_Tooltip_ability_ashes"											"Chi Honglian"
		"DOTA_Tooltip_ability_ashes_Description"								"Each cast produces a Flame Shadow that wraps the whole body. Each level adds a Flame Shadow to itself according to the level of the casting skill. Each Flame Shadow causes %damage% * int damage and reduces %reduce% * int damage to units in the %radius% range around it every %interval%对周围 times. Each layer has a duration of %duration% seconds."
		"DOTA_Tooltip_ability_dark_fire"										"Aurora"
		"DOTA_Tooltip_ability_dark_fire_Description"							"Summon Aurora causes damage and vertigo to a unit in a straight line and reduces its %miss%%% hit rate.<br></br>-----------------------------------------------<br></br>Damage: 3 * int * skill level<br></br>Base Damage: 200 * skill level<br></br>Stun Duration: %stun_duration%<br></br>Miss Duration: %miss_duration%<br></br>Duration: 3<br></br>Max Distance: %distance%<br></br>Ignite: %ignite_count%<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_dark_fire_up"										"Dark Fire"
		"DOTA_Tooltip_ability_dark_fire_up_Description"							"Summons the black flame. The beam damages enemies and reduce enemies move speed.<br></br>-----------------------------------------------<br></br>Damage Per Second: int * skill level<br></br>Base Damage: 100 * skill level<br></br>Move Slow: 10 * skill level<br></br>Duration: 3<br></br>Max Distance: 2000<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_endless_ignite"									"Ignite"
		"DOTA_Tooltip_ability_endless_ignite_Description"						"Each attack and skill will ignite target.<br></br>-----------------------------------------------<br></br>Damage Per Second: 0.25 * int * skill level<br></br>Duration: 10<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_light_array"										"Fire Butterfly"
		"DOTA_Tooltip_ability_light_array_Description"							"Calls on the Fire Butterfly to strike enemies in the target area, causing a %stun_duration% second stun and sustaining damage to units within the area with a %movespeed%%% deceleration. Cause a damage every %interval% seconds.<br></br>-----------------------------------------------<br></br>Damage: 2 * int * skill level<br></br>Base Damage: 80 * level<br></br>Damage Per Second: int * skill level<br></br>Radius: %radius%<br></br>Duration: %duration%<br></br>Ignite: %ignite_count%<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_light_array_Lore"									"The use of wind power is also a compulsory Archer"
		"DOTA_Tooltip_ability_meteor_storm_up"									"Rain of Chaos"
		"DOTA_Tooltip_ability_meteor_storm_up_Description"						"Lilith summon many flaming meteor. Upon landing, apply damage and stun.<br></br>-----------------------------------------------<br></br>Damage: 16 * int * skill level<br></br>Damage Radius: %radius%<br></br>Stun Duration: 1 + 0.25 * skill level<br></br>Duration: %duration%<br></br>Radius: %max_radius%<br></br>Ignite: %ignite_count%<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_meteor_storm_up_Lore"								"Arrow Storm"
		DOTA_Tooltip_ability_meteor_storm"										"Rain of Chaos"
		"DOTA_Tooltip_ability_meteor_storm_Description"							"Lilith summon many flaming meteor. Upon landing, apply damage and stun.<br></br>-----------------------------------------------<br></br>Damage: 12 * int * skill level<br></br>Damage Radius: %radius%<br></br>Stun Duration: 1 + 0.25 * skill level<br></br>Duration: %duration%<br></br>Radius: %max_radius%<br></br>Ignite: %ignite_count%<br></br>-----------------------------------------------"
		"DOTA_Tooltip_ability_meteor_storm_Lore"								"Arrow Storm"
		"DOTA_Tooltip_ability_item_npc_dota_hero_lina"							"Orchid Malevolence"
		"DOTA_Tooltip_ability_item_npc_dota_hero_lina_Description"				"<h1>Exclusive Equipment</h1> All property, health and mana increase %property%%%\n<h1>First Reincarnation</h1>The black flame needs no continuous application and eliminates casting delays\n<h1>Second Reincarnation</h1>Increase the duration of the ignition to 10 seconds\n<h1>Third  Reincarnation</h1>Chi Honglian damage apply ignite with stack\n<h1>Fourth Reincarnation</h1>Increases damage and range of Rain of Chaos, reduces cooling and eliminates casting delays\nA garnet from the essence of the fiend of flame"

		"npc_dota_hero_monkey_king"												"Monkey King"
		
		"DOTA_Tooltip_ability_piercing_eye"										"Piercing eye"
		"DOTA_Tooltip_ability_piercing_eye_Description"							"The eye of the sage can penetrate the enemy's weaknesses, and the target of reducing 1%%'s life value reduces the damage caused by the sage of the same heaven by %damage_reduce%%%, and the sage in Qi increases the damage of %damage_deep%%%."
		"DOTA_Tooltip_ability_endless_offensive"								"Endless Offensive"
		"DOTA_Tooltip_ability_endless_offensive_Description"					"When attacking, splitting damage is done to the sector area according to the target distance, and when attacking, the avatar is summoned to attack the enemy units around. <br></br>-----------------------------------------------<br></br> close range attack split angle:%near_angle%<br></br> distance attack split angle:%mid_angle%<br></br> distance attack split angle:%far_angle%<br></br> split damage: 40%% + 4%% * skill level <br></br> each attack summon number: 2<br></br> Incarnation Duration: 3 <br></br> Duration: 6 + 0.5 * Skill Level <br></br>-----------------------------------------------"
